"Comune";"Area_provenienza";"Paese_provenienza";"MeasuresLevel";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018"
"Radicofani";"Unione Europea";"Bulgaria";"Arrivi";"";"4.0";"";"";"1.0";"";"";"";"";"3.0";"";"3.0";"2.0";""
"Radicofani";"Unione Europea";"Cipro";"Arrivi";"";"";"";"";"2.0";"";"";"";"";"";"";"";"";"1.0"
"Radicofani";"Unione Europea";"Croazia";"Arrivi";"";"3.0";"";"";"";"";"";"";"";"";"2.0";"3.0";"5.0";"1.0"
"Radicofani";"Unione Europea";"Danimarca";"Arrivi";"46.0";"50.0";"21.0";"36.0";"57.0";"30.0";"13.0";"22.0";"53.0";"89.0";"56.0";"45.0";"43.0";"154.0"
"Radicofani";"Unione Europea";"Estonia";"Arrivi";"";"";"";"";"6.0";"";"4.0";"2.0";"";"2.0";"5.0";"2.0";"";"1.0"
"Radicofani";"Unione Europea";"Finlandia";"Arrivi";"2.0";"1.0";"2.0";"1.0";"40.0";"7.0";"0.0";"2.0";"12.0";"24.0";"32.0";"";"5.0";"39.0"
"Radicofani";"Unione Europea";"Francia";"Arrivi";"28.0";"45.0";"150.0";"30.0";"79.0";"85.0";"90.0";"59.0";"200.0";"133.0";"154.0";"208.0";"169.0";"225.0"
"Radicofani";"Unione Europea";"Germania";"Arrivi";"151.0";"170.0";"223.0";"171.0";"266.0";"146.0";"157.0";"195.0";"170.0";"253.0";"324.0";"343.0";"314.0";"316.0"
"Radicofani";"Unione Europea";"Grecia";"Arrivi";"";"2.0";"1.0";"3.0";"2.0";"";"";"";"";"4.0";"3.0";"8.0";"4.0";"5.0"
"Radicofani";"Unione Europea";"Irlanda";"Arrivi";"1.0";"24.0";"8.0";"25.0";"4.0";"5.0";"16.0";"6.0";"12.0";"11.0";"15.0";"87.0";"40.0";"120.0"
"Radicofani";"Unione Europea";"Lettonia";"Arrivi";"";"";"";"";"";"";"";"";"1.0";"1.0";"";"";"1.0";"2.0"
"Radicofani";"Unione Europea";"Lituania";"Arrivi";"";"";"";"";"";"";"";"";"";"7.0";"4.0";"1.0";"1.0";"10.0"
"Radicofani";"Unione Europea";"Lussemburgo";"Arrivi";"";"";"";"";"1.0";"4.0";"1.0";"";"";"1.0";"4.0";"2.0";"3.0";"3.0"
"Radicofani";"Unione Europea";"Malta";"Arrivi";"";"4.0";"";"";"";"";"";"5.0";"";"5.0";"";"";"1.0";""
"Radicofani";"Unione Europea";"Paesi Bassi";"Arrivi";"37.0";"83.0";"87.0";"100.0";"105.0";"118.0";"104.0";"103.0";"139.0";"152.0";"226.0";"262.0";"269.0";"104.0"
"Radicofani";"Unione Europea";"Portogallo";"Arrivi";"1.0";"";"";"";"";"";"";"2.0";"";"";"";"3.0";"6.0";"2.0"
"Radicofani";"Unione Europea";"Regno Unito";"Arrivi";"128.0";"153.0";"112.0";"233.0";"45.0";"79.0";"71.0";"32.0";"144.0";"70.0";"277.0";"469.0";"417.0";"535.0"
"Radicofani";"Unione Europea";"Romania";"Arrivi";"35.0";"8.0";"2.0";"10.0";"19.0";"2.0";"53.0";"2.0";"5.0";"6.0";"12.0";"18.0";"7.0";"3.0"
"Radicofani";"Unione Europea";"Spagna";"Arrivi";"5.0";"5.0";"23.0";"9.0";"14.0";"19.0";"29.0";"10.0";"18.0";"38.0";"48.0";"57.0";"41.0";"30.0"
"Radicofani";"Unione Europea";"Svezia";"Arrivi";"8.0";"47.0";"8.0";"18.0";"16.0";"12.0";"4.0";"31.0";"73.0";"10.0";"37.0";"94.0";"123.0";"46.0"
"Radicondoli";"Italia";"Abruzzo";"Arrivi";"0.0";"10.0";"4.0";"";"8.0";"13.0";"9.0";"7.0";"12.0";"3.0";"17.0";"19.0";"7.0";"8.0"
"Radicondoli";"Italia";"Basilicata";"Arrivi";"";"6.0";"3.0";"1.0";"8.0";"";"";"3.0";"";"";"1.0";"";"4.0";"2.0"
"Radicondoli";"Italia";"Bolzano-Bozen";"Arrivi";"76.0";"12.0";"23.0";"16.0";"3.0";"11.0";"1.0";"1.0";"";"";"6.0";"";"2.0";""
"Radicondoli";"Italia";"Calabria";"Arrivi";"6.0";"1.0";"4.0";"1.0";"3.0";"5.0";"10.0";"5.0";"";"";"4.0";"6.0";"4.0";"9.0"
"Radicondoli";"Italia";"Campania";"Arrivi";"10.0";"16.0";"22.0";"50.0";"30.0";"34.0";"41.0";"23.0";"11.0";"21.0";"13.0";"11.0";"5.0";"40.0"
"Radicondoli";"Italia";"Emilia-Romagna";"Arrivi";"45.0";"61.0";"108.0";"113.0";"67.0";"71.0";"81.0";"110.0";"48.0";"35.0";"72.0";"54.0";"37.0";"50.0"
"Radicondoli";"Italia";"Friuli-V. Giulia";"Arrivi";"24.0";"17.0";"14.0";"14.0";"15.0";"15.0";"8.0";"5.0";"7.0";"6.0";"9.0";"13.0";"3.0";"7.0"
"Radicondoli";"Italia";"Lazio";"Arrivi";"59.0";"65.0";"110.0";"151.0";"252.0";"164.0";"133.0";"117.0";"64.0";"55.0";"59.0";"73.0";"56.0";"96.0"
"Radicondoli";"Italia";"Liguria";"Arrivi";"19.0";"66.0";"37.0";"24.0";"18.0";"24.0";"5.0";"27.0";"12.0";"12.0";"19.0";"18.0";"19.0";"14.0"
"Radicondoli";"Italia";"Lombardia";"Arrivi";"116.0";"159.0";"179.0";"176.0";"169.0";"179.0";"104.0";"153.0";"106.0";"133.0";"207.0";"212.0";"130.0";"133.0"
"Radicondoli";"Italia";"Marche";"Arrivi";"13.0";"9.0";"30.0";"15.0";"6.0";"13.0";"12.0";"2.0";"11.0";"26.0";"6.0";"5.0";"6.0";"23.0"
"Radicondoli";"Italia";"Molise";"Arrivi";"";"4.0";"1.0";"";"2.0";"";"";"";"";"";"6.0";"";"";""
"Radicondoli";"Italia";"Piemonte";"Arrivi";"41.0";"58.0";"77.0";"40.0";"57.0";"39.0";"13.0";"35.0";"35.0";"11.0";"30.0";"65.0";"12.0";"43.0"
"Radicondoli";"Italia";"Puglia";"Arrivi";"7.0";"2.0";"19.0";"13.0";"6.0";"15.0";"9.0";"1.0";"2.0";"5.0";"3.0";"4.0";"1.0";"13.0"
"Radicondoli";"Italia";"Regione italiana non indicata";"Arrivi";"";"";"";"";"";"";"6.0";"1.0";"8.0";"0.0";"";"6.0";"5.0";"13.0"
"Radicondoli";"Italia";"Sardegna";"Arrivi";"";"9.0";"2.0";"";"";"1.0";"2.0";"6.0";"1.0";"5.0";"5.0";"9.0";"7.0";"6.0"
"Radicondoli";"Italia";"Sicilia";"Arrivi";"3.0";"5.0";"15.0";"36.0";"19.0";"14.0";"8.0";"3.0";"";"13.0";"6.0";"2.0";"8.0";"23.0"
"Radicondoli";"Italia";"Toscana";"Arrivi";"183.0";"195.0";"113.0";"150.0";"155.0";"273.0";"116.0";"73.0";"66.0";"87.0";"107.0";"141.0";"65.0";"86.0"
"Radicondoli";"Italia";"Trento";"Arrivi";"4.0";"9.0";"5.0";"6.0";"13.0";"4.0";"13.0";"";"8.0";"3.0";"6.0";"16.0";"7.0";"3.0"
"Radicondoli";"Italia";"Umbria";"Arrivi";"2.0";"2.0";"4.0";"5.0";"12.0";"15.0";"5.0";"10.0";"6.0";"";"4.0";"5.0";"4.0";"22.0"
"Radicondoli";"Italia";"Valle d'Aosta";"Arrivi";"4.0";"4.0";"4.0";"";"";"5.0";"";"";"";"";"";"";"";"2.0"
"Radicondoli";"Italia";"Veneto";"Arrivi";"55.0";"63.0";"107.0";"66.0";"45.0";"84.0";"47.0";"44.0";"35.0";"35.0";"66.0";"57.0";"40.0";"60.0"
"Radicondoli";"Altri Paesi Europei";"Albania";"Arrivi";"";"";"4.0";"2.0";"2.0";"";"";"";"";"";"";"";"";""
"Radicondoli";"Altri Paesi Europei";"Altri Paesi Europei";"Arrivi";"";"20.0";"8.0";"3.0";"2.0";"";"7.0";"";"12.0";"8.0";"17.0";"6.0";"11.0";"10.0"
"Radicondoli";"Altri Paesi Europei";"Islanda";"Arrivi";"";"6.0";"";"18.0";"";"2.0";"";"";"";"";"";"";"";"2.0"
"Radicondoli";"Altri Paesi Europei";"Norvegia";"Arrivi";"4.0";"27.0";"29.0";"77.0";"46.0";"17.0";"10.0";"23.0";"17.0";"71.0";"26.0";"51.0";"72.0";"33.0"
"Radicondoli";"Altri Paesi Europei";"Polonia";"Arrivi";"13.0";"7.0";"14.0";"17.0";"14.0";"66.0";"44.0";"52.0";"60.0";"93.0";"82.0";"63.0";"104.0";"147.0"
"Radicondoli";"Altri Paesi Europei";"Repubblica Ceca";"Arrivi";"1.0";"";"4.0";"";"15.0";"";"4.0";"2.0";"8.0";"";"43.0";"19.0";"42.0";"49.0"
"Radicondoli";"Altri Paesi Europei";"Repubblica di Moldova";"Arrivi";"";"";"";"1.0";"";"";"";"";"";"";"";"";"";""
"Radicondoli";"Altri Paesi Europei";"Russia";"Arrivi";"";"";"";"";"1.0";"";"7.0";"";"1.0";"6.0";"15.0";"18.0";"12.0";"23.0"
"Radicondoli";"Altri Paesi Europei";"Slovacchia";"Arrivi";"";"";"";"";"2.0";"";"4.0";"4.0";"6.0";"24.0";"2.0";"4.0";"";"18.0"
"Radicondoli";"Altri Paesi Europei";"Slovenia";"Arrivi";"4.0";"4.0";"4.0";"3.0";"2.0";"16.0";"5.0";"6.0";"11.0";"3.0";"11.0";"9.0";"9.0";"23.0"
"Radicondoli";"Altri Paesi Europei";"Svizzera";"Arrivi";"81.0";"76.0";"99.0";"44.0";"51.0";"70.0";"57.0";"86.0";"";"";"";"";"";""
"Radicondoli";"Altri Paesi Europei";"Svizzera (incluso Liechtenstein)";"Arrivi";"";"";"";"";"";"";"";"";"86.0";"88.0";"87.0";"62.0";"68.0";"80.0"
"Radicondoli";"Altri Paesi Europei";"Turchia";"Arrivi";"";"";"";"2.0";"1.0";"";"2.0";"";"1.0";"";"";"5.0";"1.0";"3.0"
"Radicondoli";"Altri Paesi Europei";"Ucraina";"Arrivi";"";"";"";"1.0";"";"";"";"";"";"";"10.0";"5.0";"";""
"Radicondoli";"Altri Paesi Europei";"Ungheria";"Arrivi";"11.0";"16.0";"1.0";"10.0";"";"2.0";"4.0";"2.0";"12.0";"10.0";"8.0";"37.0";"8.0";"25.0"
"Radicondoli";"Altri Paesi Extraeuropei";"Non specificato";"Arrivi";"";"";"";"";"";"";"";"";"";"3.0";"1.0";"4.0";"17.0";"9.0"
"Radicondoli";"Altri Paesi Extraeuropei";"Paesi e territori non indicati";"Arrivi";"";"";"1.0";"5.0";"6.0";"4.0";"";"18.0";"";"";"";"";"";""
"Radicondoli";"Paesi Africani";"Altri Paesi Africa Mediterranea";"Arrivi";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";""
"Radicondoli";"Paesi Africani";"Altri Paesi dell'Africa";"Arrivi";"";"";"";"";"";"";"";"";"";"";"3.0";"1.0";"1.0";"6.0"
"Radicondoli";"Paesi Africani";"Altri Paesi dell'Africa centrale e del sud";"Arrivi";"10.0";"";"";"";"2.0";"6.0";"";"";"";"";"";"";"";""
"Radicondoli";"Paesi Africani";"Egitto";"Arrivi";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";""
"Radicondoli";"Paesi Africani";"Paese dell'Africa non indicato";"Arrivi";"";"5.0";"";"";"";"";"";"";"";"";"";"";"";""
"Radicondoli";"Paesi Africani";"Sud Africa";"Arrivi";"";"";"2.0";"";"4.0";"";"8.0";"2.0";"7.0";"2.0";"1.0";"5.0";"";"2.0"
"Radicondoli";"Paesi Asiatici";"Altri Paesi Asia Occidentale";"Arrivi";"";"";"";"";"";"";"";"";"1.0";"";"";"";"3.0";"2.0"
"Radicondoli";"Paesi Asiatici";"Altri Paesi Medio Oriente";"Arrivi";"";"";"2.0";"";"";"";"5.0";"";"";"";"";"";"";""
"Radicondoli";"Paesi Asiatici";"Altri Paesi dell'Asia";"Arrivi";"";"";"";"";"";"";"";"";"1.0";"11.0";"11.0";"11.0";"8.0";"1.0"
"Radicondoli";"Paesi Asiatici";"Altri Paesi dell'Asia orientale";"Arrivi";"";"";"";"1.0";"2.0";"";"";"6.0";"";"";"";"";"";""
"Radicondoli";"Paesi Asiatici";"Cina (incluso Hong Kong)";"Arrivi";"";"";"2.0";"";"";"";"";"";"";"";"5.0";"";"4.0";"3.0"
"Radicondoli";"Paesi Asiatici";"Corea del Sud";"Arrivi";"";"2.0";"1.0";"";"";"1.0";"";"";"";"";"1.0";"9.0";"1.0";"1.0"
"Radicondoli";"Paesi Asiatici";"Giappone";"Arrivi";"4.0";"";"3.0";"";"";"1.0";"";"";"1.0";"";"6.0";"4.0";"5.0";"4.0"
"Radicondoli";"Paesi Asiatici";"India";"Arrivi";"";"";"";"";"";"2.0";"7.0";"";"3.0";"3.0";"1.0";"";"2.0";"2.0"
"Radicondoli";"Paesi Asiatici";"Israele";"Arrivi";"2.0";"5.0";"";"15.0";"10.0";"8.0";"2.0";"22.0";"10.0";"10.0";"8.0";"33.0";"15.0";"29.0"
"Radicondoli";"Paesi Asiatici";"Paesi dell'Asia centro-occidentale";"Arrivi";"";"";"";"";"";"2.0";"";"";"";"";"";"";"";""
"Radicondoli";"Paesi dell'Oceania";"Australia";"Arrivi";"11.0";"15.0";"20.0";"54.0";"42.0";"35.0";"34.0";"49.0";"46.0";"46.0";"39.0";"38.0";"32.0";"24.0"
"Radicondoli";"Paesi dell'Oceania";"Nuova Zelanda";"Arrivi";"3.0";"23.0";"36.0";"30.0";"19.0";"22.0";"14.0";"15.0";"14.0";"14.0";"5.0";"11.0";"14.0";"29.0"
"Radicondoli";"Paesi delle Americhe";"Altri Paesi America Centrale";"Arrivi";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";""
"Radicondoli";"Paesi delle Americhe";"Altri Paesi America Latina";"Arrivi";"1.0";"";"1.0";"";"1.0";"";"6.0";"";"";"";"";"";"";""
"Radicondoli";"Paesi delle Americhe";"Altri Paesi Centro-Sud America";"Arrivi";"";"";"";"";"";"";"";"";"5.0";"4.0";"16.0";"12.0";"1.0";"8.0"
"Radicondoli";"Paesi delle Americhe";"Argentina";"Arrivi";"";"";"2.0";"";"";"4.0";"1.0";"";"3.0";"3.0";"4.0";"4.0";"8.0";"6.0"
"Radicondoli";"Paesi delle Americhe";"Brasile";"Arrivi";"";"";"";"";"3.0";"4.0";"2.0";"";"1.0";"";"5.0";"11.0";"6.0";"14.0"
"Radicondoli";"Paesi delle Americhe";"Canada";"Arrivi";"12.0";"9.0";"50.0";"29.0";"25.0";"54.0";"67.0";"51.0";"80.0";"73.0";"56.0";"43.0";"82.0";"64.0"
"Radicondoli";"Paesi delle Americhe";"Messico";"Arrivi";"";"";"";"";"";"8.0";"";"1.0";"2.0";"";"";"3.0";"1.0";""
"Radicondoli";"Paesi delle Americhe";"Paese Americhe non indicato";"Arrivi";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";""
"Radicondoli";"Paesi delle Americhe";"Stati Uniti d'America";"Arrivi";"34.0";"37.0";"69.0";"70.0";"80.0";"109.0";"160.0";"146.0";"192.0";"178.0";"294.0";"273.0";"365.0";"363.0"
"Radicondoli";"Paesi delle Americhe";"Venezuela";"Arrivi";"";"";"";"";"4.0";"";"2.0";"";"";"";"";"";"";""
"Radicondoli";"Unione Europea";"Austria";"Arrivi";"40.0";"40.0";"56.0";"47.0";"47.0";"17.0";"43.0";"84.0";"47.0";"16.0";"52.0";"78.0";"47.0";"81.0"
"Radicondoli";"Unione Europea";"Belgio";"Arrivi";"27.0";"50.0";"44.0";"74.0";"31.0";"109.0";"75.0";"104.0";"191.0";"125.0";"99.0";"137.0";"118.0";"126.0"
"Radicondoli";"Unione Europea";"Bulgaria";"Arrivi";"";"";"";"";"4.0";"2.0";"";"";"10.0";"";"";"11.0";"1.0";"8.0"
"Radicondoli";"Unione Europea";"Cipro";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"";"2.0"
"Radicondoli";"Unione Europea";"Croazia";"Arrivi";"";"";"";"";"";"";"";"";"18.0";"";"";"1.0";"13.0";"2.0"
"Radicondoli";"Unione Europea";"Danimarca";"Arrivi";"9.0";"46.0";"47.0";"68.0";"21.0";"43.0";"23.0";"127.0";"26.0";"68.0";"48.0";"69.0";"110.0";"100.0"
"Radicondoli";"Unione Europea";"Estonia";"Arrivi";"";"4.0";"";"";"";"8.0";"2.0";"4.0";"";"";"";"4.0";"1.0";"10.0"
"Radicondoli";"Unione Europea";"Finlandia";"Arrivi";"2.0";"";"1.0";"3.0";"4.0";"";"15.0";"";"11.0";"18.0";"45.0";"23.0";"9.0";"11.0"
"Radicondoli";"Unione Europea";"Francia";"Arrivi";"70.0";"82.0";"122.0";"174.0";"220.0";"264.0";"281.0";"348.0";"290.0";"231.0";"301.0";"282.0";"231.0";"252.0"
"Radicondoli";"Unione Europea";"Germania";"Arrivi";"461.0";"394.0";"544.0";"386.0";"401.0";"543.0";"630.0";"494.0";"570.0";"546.0";"542.0";"505.0";"565.0";"729.0"
"Radicondoli";"Unione Europea";"Grecia";"Arrivi";"";"3.0";"2.0";"";"18.0";"";"";"";"";"";"2.0";"1.0";"3.0";"2.0"
"Radicondoli";"Unione Europea";"Irlanda";"Arrivi";"1.0";"9.0";"19.0";"19.0";"13.0";"29.0";"26.0";"24.0";"17.0";"19.0";"16.0";"23.0";"35.0";"42.0"
"Radicondoli";"Unione Europea";"Lettonia";"Arrivi";"";"4.0";"";"";"";"2.0";"";"4.0";"";"";"";"9.0";"5.0";"1.0"
"Radicondoli";"Unione Europea";"Lituania";"Arrivi";"";"";"";"";"";"2.0";"";"";"4.0";"";"2.0";"";"3.0";"5.0"
"Radicondoli";"Unione Europea";"Lussemburgo";"Arrivi";"";"";"7.0";"2.0";"2.0";"6.0";"";"";"10.0";"";"2.0";"1.0";"";"2.0"
"Radicondoli";"Unione Europea";"Malta";"Arrivi";"";"";"";"";"6.0";"10.0";"";"";"";"";"";"4.0";"";""
"Radicondoli";"Unione Europea";"Paesi Bassi";"Arrivi";"92.0";"144.0";"159.0";"274.0";"245.0";"189.0";"167.0";"234.0";"123.0";"123.0";"255.0";"144.0";"107.0";"266.0"
"Radicondoli";"Unione Europea";"Portogallo";"Arrivi";"";"";"4.0";"3.0";"";"";"";"";"6.0";"6.0";"4.0";"2.0";"";"10.0"
"Radicondoli";"Unione Europea";"Regno Unito";"Arrivi";"68.0";"222.0";"254.0";"529.0";"460.0";"319.0";"347.0";"305.0";"398.0";"309.0";"335.0";"413.0";"327.0";"482.0"
"Radicondoli";"Unione Europea";"Romania";"Arrivi";"";"";"5.0";"4.0";"8.0";"12.0";"4.0";"";"4.0";"4.0";"3.0";"4.0";"6.0";"8.0"
"Radicondoli";"Unione Europea";"Spagna";"Arrivi";"9.0";"2.0";"26.0";"27.0";"38.0";"37.0";"35.0";"15.0";"22.0";"35.0";"48.0";"59.0";"34.0";"55.0"
"Radicondoli";"Unione Europea";"Svezia";"Arrivi";"2.0";"40.0";"37.0";"34.0";"24.0";"25.0";"20.0";"20.0";"34.0";"48.0";"58.0";"87.0";"28.0";"75.0"
"Rapolano Terme";"Italia";"Abruzzo";"Arrivi";"149.0";"187.0";"172.0";"188.0";"225.0";"247.0";"210.0";"248.0";"235.0";"254.0";"269.0";"241.0";"260.0";"296.0"
"Rapolano Terme";"Italia";"Basilicata";"Arrivi";"52.0";"23.0";"32.0";"52.0";"45.0";"48.0";"51.0";"50.0";"72.0";"64.0";"70.0";"46.0";"41.0";"67.0"
"Rapolano Terme";"Italia";"Bolzano-Bozen";"Arrivi";"50.0";"120.0";"71.0";"50.0";"103.0";"82.0";"107.0";"136.0";"146.0";"140.0";"128.0";"127.0";"112.0";"121.0"
"Rapolano Terme";"Italia";"Calabria";"Arrivi";"130.0";"80.0";"102.0";"148.0";"147.0";"117.0";"147.0";"133.0";"103.0";"141.0";"127.0";"114.0";"138.0";"114.0"
"Rapolano Terme";"Italia";"Campania";"Arrivi";"532.0";"581.0";"578.0";"547.0";"793.0";"585.0";"627.0";"671.0";"622.0";"629.0";"680.0";"649.0";"531.0";"607.0"
"Rapolano Terme";"Italia";"Emilia-Romagna";"Arrivi";"1891.0";"1879.0";"2349.0";"2580.0";"2844.0";"2787.0";"3213.0";"3181.0";"3353.0";"3834.0";"3994.0";"4079.0";"3967.0";"4213.0"
"Rapolano Terme";"Italia";"Friuli-V. Giulia";"Arrivi";"109.0";"161.0";"135.0";"136.0";"179.0";"146.0";"148.0";"166.0";"149.0";"151.0";"145.0";"151.0";"147.0";"139.0"
"Rapolano Terme";"Italia";"Lazio";"Arrivi";"3049.0";"3649.0";"4505.0";"5706.0";"6918.0";"7038.0";"7556.0";"7460.0";"7790.0";"9308.0";"9151.0";"10061.0";"9965.0";"10474.0"
"Rapolano Terme";"Italia";"Liguria";"Arrivi";"605.0";"776.0";"885.0";"1112.0";"1315.0";"1297.0";"1194.0";"1249.0";"1374.0";"1234.0";"1248.0";"1276.0";"1324.0";"1330.0"
"Rapolano Terme";"Italia";"Lombardia";"Arrivi";"2015.0";"2000.0";"1856.0";"1893.0";"1940.0";"1652.0";"2239.0";"1775.0";"1645.0";"1692.0";"1729.0";"1671.0";"1708.0";"1904.0"
"Rapolano Terme";"Italia";"Marche";"Arrivi";"540.0";"575.0";"592.0";"705.0";"796.0";"917.0";"858.0";"856.0";"960.0";"1157.0";"1140.0";"1183.0";"1387.0";"1567.0"
"Rapolano Terme";"Italia";"Molise";"Arrivi";"29.0";"25.0";"33.0";"47.0";"44.0";"48.0";"39.0";"50.0";"30.0";"39.0";"47.0";"34.0";"53.0";"46.0"
"Rapolano Terme";"Italia";"Piemonte";"Arrivi";"699.0";"617.0";"676.0";"540.0";"732.0";"574.0";"644.0";"553.0";"439.0";"492.0";"486.0";"442.0";"458.0";"512.0"
"Rapolano Terme";"Italia";"Puglia";"Arrivi";"259.0";"263.0";"280.0";"317.0";"349.0";"280.0";"323.0";"268.0";"257.0";"255.0";"249.0";"284.0";"312.0";"416.0"
"Rapolano Terme";"Italia";"Regione italiana non indicata";"Arrivi";"";"";"";"";"";"22.0";"8.0";"49.0";"274.0";"172.0";"191.0";"340.0";"316.0";"350.0"
"Rapolano Terme";"Italia";"Sardegna";"Arrivi";"106.0";"283.0";"63.0";"74.0";"69.0";"84.0";"73.0";"71.0";"62.0";"146.0";"165.0";"90.0";"94.0";"123.0"
"Rapolano Terme";"Italia";"Sicilia";"Arrivi";"153.0";"205.0";"169.0";"165.0";"201.0";"182.0";"193.0";"149.0";"134.0";"151.0";"153.0";"216.0";"162.0";"205.0"
"Rapolano Terme";"Italia";"Toscana";"Arrivi";"3159.0";"3937.0";"4540.0";"5095.0";"6475.0";"6173.0";"6925.0";"6812.0";"7199.0";"8772.0";"8789.0";"8952.0";"8529.0";"9063.0"
"Rapolano Terme";"Italia";"Trento";"Arrivi";"57.0";"99.0";"66.0";"107.0";"76.0";"81.0";"102.0";"79.0";"86.0";"70.0";"83.0";"76.0";"87.0";"134.0"
"Rapolano Terme";"Italia";"Umbria";"Arrivi";"382.0";"477.0";"570.0";"710.0";"948.0";"995.0";"1150.0";"1251.0";"1299.0";"1390.0";"1362.0";"1471.0";"1443.0";"1583.0"
"Rapolano Terme";"Italia";"Valle d'Aosta";"Arrivi";"39.0";"81.0";"40.0";"49.0";"54.0";"55.0";"76.0";"46.0";"52.0";"50.0";"87.0";"52.0";"44.0";"79.0"
"Rapolano Terme";"Italia";"Veneto";"Arrivi";"760.0";"917.0";"724.0";"691.0";"701.0";"624.0";"707.0";"753.0";"670.0";"849.0";"914.0";"856.0";"827.0";"754.0"
"Rapolano Terme";"Altri Paesi Europei";"Albania";"Arrivi";"9.0";"11.0";"";"3.0";"11.0";"16.0";"19.0";"25.0";"";"";"";"";"";""
"Rapolano Terme";"Altri Paesi Europei";"Altri Paesi Europei";"Arrivi";"18.0";"131.0";"236.0";"149.0";"171.0";"172.0";"164.0";"189.0";"268.0";"277.0";"225.0";"353.0";"347.0";"351.0"
"Rapolano Terme";"Altri Paesi Europei";"Bielorussia";"Arrivi";"4.0";"1.0";"1.0";"2.0";"1.0";"2.0";"38.0";"2.0";"";"";"";"";"";""
"Rapolano Terme";"Altri Paesi Europei";"Bosnia-Erzegovina";"Arrivi";"7.0";"2.0";"";"";"";"";"";"3.0";"";"";"";"";"";""
"Rapolano Terme";"Altri Paesi Europei";"Islanda";"Arrivi";"";"4.0";"";"";"";"";"1.0";"";"3.0";"3.0";"";"";"3.0";"8.0"
"Rapolano Terme";"Altri Paesi Europei";"Iugoslavia";"Arrivi";"10.0";"2.0";"4.0";"1.0";"7.0";"8.0";"3.0";"7.0";"";"";"";"";"";""
"Rapolano Terme";"Altri Paesi Europei";"Macedonia";"Arrivi";"5.0";"3.0";"5.0";"3.0";"";"";"";"1.0";"";"";"";"";"";""
"Rapolano Terme";"Altri Paesi Europei";"Norvegia";"Arrivi";"70.0";"126.0";"146.0";"72.0";"126.0";"103.0";"121.0";"185.0";"267.0";"542.0";"724.0";"512.0";"159.0";"143.0"
"Rapolano Terme";"Altri Paesi Europei";"Paese europeo non indicato";"Arrivi";"";"16.0";"24.0";"";"";"";"";"";"";"";"";"";"";""
"Rapolano Terme";"Altri Paesi Europei";"Polonia";"Arrivi";"43.0";"35.0";"24.0";"133.0";"164.0";"194.0";"220.0";"195.0";"227.0";"248.0";"134.0";"236.0";"249.0";"309.0"
"Rapolano Terme";"Altri Paesi Europei";"Repubblica Ceca";"Arrivi";"5.0";"30.0";"11.0";"31.0";"36.0";"74.0";"55.0";"50.0";"17.0";"59.0";"18.0";"32.0";"45.0";"57.0"
"Rapolano Terme";"Altri Paesi Europei";"Repubblica di Moldova";"Arrivi";"2.0";"";"1.0";"2.0";"3.0";"3.0";"8.0";"11.0";"";"";"";"";"";""
"Rapolano Terme";"Altri Paesi Europei";"Russia";"Arrivi";"15.0";"17.0";"31.0";"33.0";"67.0";"48.0";"98.0";"129.0";"172.0";"142.0";"135.0";"168.0";"211.0";"222.0"
"Rapolano Terme";"Altri Paesi Europei";"Slovacchia";"Arrivi";"1.0";"4.0";"4.0";"7.0";"5.0";"2.0";"";"3.0";"10.0";"17.0";"4.0";"5.0";"16.0";"9.0"
"Rapolano Terme";"Altri Paesi Europei";"Slovenia";"Arrivi";"54.0";"24.0";"11.0";"34.0";"4.0";"14.0";"9.0";"17.0";"21.0";"9.0";"6.0";"11.0";"30.0";"60.0"
"Rapolano Terme";"Altri Paesi Europei";"Svizzera";"Arrivi";"147.0";"178.0";"92.0";"107.0";"160.0";"186.0";"166.0";"241.0";"";"";"";"";"";""
"Rapolano Terme";"Altri Paesi Europei";"Svizzera (incluso Liechtenstein)";"Arrivi";"";"";"";"";"";"";"";"";"308.0";"238.0";"269.0";"246.0";"245.0";"224.0"
"Rapolano Terme";"Altri Paesi Europei";"Turchia";"Arrivi";"4.0";"6.0";"13.0";"5.0";"";"4.0";"7.0";"7.0";"10.0";"8.0";"12.0";"10.0";"9.0";"11.0"
"Rapolano Terme";"Altri Paesi Europei";"Ucraina";"Arrivi";"2.0";"2.0";"3.0";"4.0";"15.0";"5.0";"12.0";"27.0";"19.0";"35.0";"41.0";"49.0";"66.0";"42.0"
"Rapolano Terme";"Altri Paesi Europei";"Ungheria";"Arrivi";"28.0";"20.0";"21.0";"28.0";"16.0";"16.0";"20.0";"23.0";"20.0";"10.0";"12.0";"37.0";"25.0";"50.0"
"Rapolano Terme";"Altri Paesi Extraeuropei";"Non specificato";"Arrivi";"";"";"";"";"";"";"";"";"48.0";"2.0";"10.0";"49.0";"21.0";"34.0"
