"Comune";"Area_provenienza";"Paese_provenienza";"MeasuresLevel";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018"
"Castelfranco di Sotto";"Paesi delle Americhe";"Altri Paesi Centro-Sud America";"Arrivi";"";"";"";"";"";"";"";"";"";"2.0";"";"2.0";"";""
"Castelfranco di Sotto";"Paesi delle Americhe";"Argentina";"Arrivi";"";"";"12.0";"";"8.0";"";"";"10.0";"";"";"10.0";"12.0";"3.0";"2.0"
"Castelfranco di Sotto";"Paesi delle Americhe";"Brasile";"Arrivi";"";"";"";"";"1.0";"1.0";"";"";"";"";"";"";"";"10.0"
"Castelfranco di Sotto";"Paesi delle Americhe";"Canada";"Arrivi";"6.0";"";"4.0";"8.0";"11.0";"10.0";"24.0";"";"10.0";"4.0";"12.0";"16.0";"22.0";"23.0"
"Castelfranco di Sotto";"Paesi delle Americhe";"Messico";"Arrivi";"7.0";"";"";"7.0";"";"";"";"7.0";"";"9.0";"";"";"";""
"Castelfranco di Sotto";"Paesi delle Americhe";"Stati Uniti d'America";"Arrivi";"65.0";"54.0";"148.0";"66.0";"24.0";"82.0";"15.0";"30.0";"75.0";"37.0";"93.0";"63.0";"86.0";"193.0"
"Castelfranco di Sotto";"Unione Europea";"Austria";"Arrivi";"5.0";"16.0";"60.0";"15.0";"37.0";"31.0";"23.0";"16.0";"21.0";"7.0";"20.0";"42.0";"2.0";"30.0"
"Castelfranco di Sotto";"Unione Europea";"Belgio";"Arrivi";"29.0";"53.0";"92.0";"14.0";"24.0";"30.0";"44.0";"24.0";"37.0";"20.0";"7.0";"25.0";"12.0";"43.0"
"Castelfranco di Sotto";"Unione Europea";"Bulgaria";"Arrivi";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";""
"Castelfranco di Sotto";"Unione Europea";"Croazia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"10.0";"";"1.0";""
"Castelfranco di Sotto";"Unione Europea";"Danimarca";"Arrivi";"22.0";"9.0";"13.0";"";"2.0";"17.0";"12.0";"20.0";"15.0";"18.0";"11.0";"33.0";"37.0";"58.0"
"Castelfranco di Sotto";"Unione Europea";"Estonia";"Arrivi";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"10.0"
"Castelfranco di Sotto";"Unione Europea";"Finlandia";"Arrivi";"";"2.0";"";"12.0";"5.0";"2.0";"";"";"";"8.0";"";"";"11.0";"12.0"
"Castelfranco di Sotto";"Unione Europea";"Francia";"Arrivi";"76.0";"69.0";"115.0";"264.0";"122.0";"93.0";"26.0";"91.0";"46.0";"97.0";"85.0";"53.0";"48.0";"101.0"
"Castelfranco di Sotto";"Unione Europea";"Germania";"Arrivi";"44.0";"56.0";"72.0";"79.0";"129.0";"217.0";"116.0";"212.0";"308.0";"142.0";"218.0";"84.0";"78.0";"137.0"
"Castelfranco di Sotto";"Unione Europea";"Grecia";"Arrivi";"";"";"7.0";"";"";"";"";"";"";"";"";"";"";""
"Castelfranco di Sotto";"Unione Europea";"Irlanda";"Arrivi";"4.0";"8.0";"";"4.0";"4.0";"";"16.0";"9.0";"2.0";"34.0";"6.0";"14.0";"";"2.0"
"Castelfranco di Sotto";"Unione Europea";"Lituania";"Arrivi";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";""
"Castelfranco di Sotto";"Unione Europea";"Lussemburgo";"Arrivi";"";"2.0";"";"";"";"";"9.0";"9.0";"2.0";"4.0";"8.0";"";"9.0";""
"Castelfranco di Sotto";"Unione Europea";"Paesi Bassi";"Arrivi";"26.0";"92.0";"45.0";"69.0";"74.0";"89.0";"33.0";"46.0";"59.0";"46.0";"30.0";"60.0";"72.0";"121.0"
"Castelfranco di Sotto";"Unione Europea";"Portogallo";"Arrivi";"";"2.0";"";"";"4.0";"";"";"1.0";"";"";"";"";"";""
"Castelfranco di Sotto";"Unione Europea";"Regno Unito";"Arrivi";"37.0";"81.0";"65.0";"26.0";"2.0";"13.0";"19.0";"37.0";"38.0";"58.0";"127.0";"186.0";"121.0";"179.0"
"Castelfranco di Sotto";"Unione Europea";"Romania";"Arrivi";"1.0";"4.0";"4.0";"";"";"";"";"";"";"";"";"";"3.0";"6.0"
"Castelfranco di Sotto";"Unione Europea";"Spagna";"Arrivi";"24.0";"13.0";"18.0";"15.0";"14.0";"16.0";"8.0";"3.0";"";"10.0";"4.0";"3.0";"8.0";"8.0"
"Castelfranco di Sotto";"Unione Europea";"Svezia";"Arrivi";"2.0";"4.0";"4.0";"6.0";"";"4.0";"15.0";"";"15.0";"43.0";"56.0";"33.0";"35.0";"19.0"
"Castell'Azzara";"Italia";"Abruzzo";"Arrivi";"4.0";"7.0";"10.0";"4.0";"3.0";"7.0";"13.0";"9.0";"42.0";"23.0";"14.0";"5.0";"5.0";"3.0"
"Castell'Azzara";"Italia";"Basilicata";"Arrivi";"";"";"";"";"";"3.0";"";"";"";"1.0";"";"5.0";"";"6.0"
"Castell'Azzara";"Italia";"Bolzano-Bozen";"Arrivi";"2.0";"3.0";"";"3.0";"";"4.0";"9.0";"15.0";"10.0";"2.0";"2.0";"11.0";"";""
"Castell'Azzara";"Italia";"Calabria";"Arrivi";"";"7.0";"2.0";"3.0";"7.0";"2.0";"8.0";"1.0";"3.0";"1.0";"6.0";"2.0";"2.0";"1.0"
"Castell'Azzara";"Italia";"Campania";"Arrivi";"19.0";"24.0";"22.0";"24.0";"41.0";"40.0";"22.0";"35.0";"22.0";"29.0";"30.0";"27.0";"19.0";"23.0"
"Castell'Azzara";"Italia";"Emilia-Romagna";"Arrivi";"44.0";"64.0";"79.0";"105.0";"72.0";"46.0";"101.0";"107.0";"66.0";"90.0";"82.0";"61.0";"91.0";"66.0"
"Castell'Azzara";"Italia";"Friuli-V. Giulia";"Arrivi";"15.0";"13.0";"4.0";"12.0";"11.0";"29.0";"18.0";"25.0";"9.0";"16.0";"5.0";"5.0";"6.0";"6.0"
"Castell'Azzara";"Italia";"Lazio";"Arrivi";"129.0";"187.0";"233.0";"269.0";"226.0";"257.0";"410.0";"360.0";"330.0";"263.0";"252.0";"306.0";"331.0";"290.0"
"Castell'Azzara";"Italia";"Liguria";"Arrivi";"8.0";"32.0";"19.0";"17.0";"14.0";"36.0";"29.0";"29.0";"11.0";"23.0";"14.0";"30.0";"36.0";"29.0"
"Castell'Azzara";"Italia";"Lombardia";"Arrivi";"102.0";"100.0";"172.0";"171.0";"182.0";"226.0";"178.0";"191.0";"144.0";"144.0";"138.0";"199.0";"191.0";"169.0"
"Castell'Azzara";"Italia";"Marche";"Arrivi";"29.0";"11.0";"34.0";"9.0";"3.0";"15.0";"19.0";"18.0";"4.0";"23.0";"29.0";"21.0";"32.0";"18.0"
"Castell'Azzara";"Italia";"Molise";"Arrivi";"3.0";"2.0";"2.0";"4.0";"1.0";"2.0";"1.0";"";"1.0";"1.0";"";"";"";"3.0"
"Castell'Azzara";"Italia";"Piemonte";"Arrivi";"34.0";"34.0";"44.0";"27.0";"39.0";"33.0";"34.0";"32.0";"30.0";"19.0";"17.0";"29.0";"31.0";"26.0"
"Castell'Azzara";"Italia";"Puglia";"Arrivi";"9.0";"5.0";"3.0";"14.0";"1.0";"10.0";"22.0";"10.0";"10.0";"12.0";"5.0";"17.0";"13.0";"3.0"
"Castell'Azzara";"Italia";"Sardegna";"Arrivi";"3.0";"3.0";"4.0";"5.0";"3.0";"6.0";"7.0";"5.0";"3.0";"";"1.0";"1.0";"1.0";"12.0"
"Castell'Azzara";"Italia";"Sicilia";"Arrivi";"12.0";"2.0";"3.0";"6.0";"25.0";"15.0";"18.0";"11.0";"10.0";"14.0";"11.0";"1.0";"4.0";"3.0"
"Castell'Azzara";"Italia";"Toscana";"Arrivi";"79.0";"93.0";"256.0";"311.0";"197.0";"199.0";"254.0";"228.0";"165.0";"209.0";"232.0";"212.0";"218.0";"223.0"
"Castell'Azzara";"Italia";"Trento";"Arrivi";"11.0";"7.0";"20.0";"9.0";"2.0";"2.0";"5.0";"3.0";"3.0";"4.0";"2.0";"9.0";"7.0";"2.0"
"Castell'Azzara";"Italia";"Umbria";"Arrivi";"9.0";"6.0";"13.0";"11.0";"8.0";"7.0";"11.0";"13.0";"15.0";"18.0";"16.0";"14.0";"22.0";"13.0"
"Castell'Azzara";"Italia";"Valle d'Aosta";"Arrivi";"";"2.0";"2.0";"2.0";"";"";"";"";"";"";"2.0";"2.0";"";""
"Castell'Azzara";"Italia";"Veneto";"Arrivi";"48.0";"39.0";"83.0";"42.0";"53.0";"45.0";"75.0";"72.0";"35.0";"88.0";"73.0";"65.0";"111.0";"73.0"
"Castell'Azzara";"Altri Paesi Europei";"Albania";"Arrivi";"";"";"2.0";"";"3.0";"";"";"2.0";"";"";"";"";"";""
"Castell'Azzara";"Altri Paesi Europei";"Altri Paesi Europei";"Arrivi";"4.0";"";"";"2.0";"";"";"1.0";"1.0";"";"6.0";"4.0";"";"2.0";""
"Castell'Azzara";"Altri Paesi Europei";"Islanda";"Arrivi";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";""
"Castell'Azzara";"Altri Paesi Europei";"Iugoslavia";"Arrivi";"";"";"";"";"2.0";"";"";"";"";"";"";"";"";""
"Castell'Azzara";"Altri Paesi Europei";"Macedonia";"Arrivi";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";""
"Castell'Azzara";"Altri Paesi Europei";"Norvegia";"Arrivi";"";"";"";"";"";"3.0";"";"1.0";"";"";"1.0";"";"";""
"Castell'Azzara";"Altri Paesi Europei";"Polonia";"Arrivi";"";"4.0";"2.0";"4.0";"1.0";"3.0";"9.0";"14.0";"10.0";"8.0";"11.0";"";"7.0";"3.0"
"Castell'Azzara";"Altri Paesi Europei";"Repubblica Ceca";"Arrivi";"";"";"";"";"1.0";"";"4.0";"";"";"";"";"2.0";"2.0";""
"Castell'Azzara";"Altri Paesi Europei";"Russia";"Arrivi";"";"";"";"1.0";"1.0";"";"2.0";"";"2.0";"2.0";"";"2.0";"";"4.0"
"Castell'Azzara";"Altri Paesi Europei";"Slovacchia";"Arrivi";"";"1.0";"";"";"2.0";"";"";"";"";"";"2.0";"2.0";"";""
"Castell'Azzara";"Altri Paesi Europei";"Slovenia";"Arrivi";"";"";"";"";"";"";"";"";"";"5.0";"";"2.0";"";""
"Castell'Azzara";"Altri Paesi Europei";"Svizzera";"Arrivi";"126.0";"122.0";"106.0";"95.0";"76.0";"74.0";"67.0";"86.0";"";"";"";"";"";""
"Castell'Azzara";"Altri Paesi Europei";"Svizzera (incluso Liechtenstein)";"Arrivi";"";"";"";"";"";"";"";"";"97.0";"77.0";"132.0";"156.0";"145.0";"116.0"
"Castell'Azzara";"Altri Paesi Europei";"Turchia";"Arrivi";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";""
"Castell'Azzara";"Altri Paesi Europei";"Ucraina";"Arrivi";"";"";"";"";"";"1.0";"";"";"";"3.0";"";"2.0";"";""
"Castell'Azzara";"Altri Paesi Europei";"Ungheria";"Arrivi";"";"";"";"";"";"2.0";"2.0";"";"2.0";"";"";"2.0";"2.0";""
"Castell'Azzara";"Paesi Africani";"Altri Paesi dell'Africa";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"3.0";"1.0";""
"Castell'Azzara";"Paesi Africani";"Altri Paesi dell'Africa centrale e del sud";"Arrivi";"";"";"";"";"";"1.0";"1.0";"";"";"";"";"";"";""
"Castell'Azzara";"Paesi Africani";"Egitto";"Arrivi";"";"";"";"";"";"5.0";"0.0";"2.0";"";"";"";"";"";""
"Castell'Azzara";"Paesi Africani";"Sud Africa";"Arrivi";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";""
"Castell'Azzara";"Paesi Asiatici";"Altri Paesi Asia Occidentale";"Arrivi";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"1.0"
"Castell'Azzara";"Paesi Asiatici";"Altri Paesi Medio Oriente";"Arrivi";"";"";"1.0";"";"";"";"";"";"";"";"";"";"";""
"Castell'Azzara";"Paesi Asiatici";"Altri Paesi dell'Asia";"Arrivi";"";"";"";"";"";"";"";"";"1.0";"1.0";"";"";"2.0";""
"Castell'Azzara";"Paesi Asiatici";"Altri Paesi dell'Asia orientale";"Arrivi";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";""
"Castell'Azzara";"Paesi Asiatici";"Cina (incluso Hong Kong)";"Arrivi";"";"";"";"";"3.0";"";"";"";"";"";"";"4.0";"";"2.0"
"Castell'Azzara";"Paesi Asiatici";"Giappone";"Arrivi";"";"";"3.0";"";"2.0";"";"";"";"";"";"";"";"";""
"Castell'Azzara";"Paesi Asiatici";"India";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0"
"Castell'Azzara";"Paesi Asiatici";"Israele";"Arrivi";"";"";"";"";"3.0";"1.0";"2.0";"10.0";"";"";"1.0";"4.0";"";""
"Castell'Azzara";"Paesi dell'Oceania";"Australia";"Arrivi";"";"2.0";"";"";"";"";"2.0";"1.0";"";"";"3.0";"3.0";"5.0";"5.0"
"Castell'Azzara";"Paesi dell'Oceania";"Nuova Zelanda";"Arrivi";"";"";"4.0";"";"";"";"";"";"8.0";"";"";"";"";"3.0"
"Castell'Azzara";"Paesi delle Americhe";"Altri Paesi America Latina";"Arrivi";"";"";"1.0";"1.0";"";"";"";"";"";"";"";"";"";""
"Castell'Azzara";"Paesi delle Americhe";"Altri Paesi Centro-Sud America";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"6.0"
"Castell'Azzara";"Paesi delle Americhe";"Argentina";"Arrivi";"";"";"";"";"";"";"";"";"1.0";"";"4.0";"";"";"1.0"
"Castell'Azzara";"Paesi delle Americhe";"Brasile";"Arrivi";"";"";"";"";"";"";"1.0";"3.0";"15.0";"";"";"1.0";"5.0";""
"Castell'Azzara";"Paesi delle Americhe";"Canada";"Arrivi";"7.0";"";"4.0";"";"1.0";"2.0";"5.0";"4.0";"1.0";"6.0";"";"4.0";"5.0";""
"Castell'Azzara";"Paesi delle Americhe";"Messico";"Arrivi";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";""
"Castell'Azzara";"Paesi delle Americhe";"Stati Uniti d'America";"Arrivi";"2.0";"";"2.0";"8.0";"7.0";"7.0";"8.0";"1.0";"4.0";"3.0";"4.0";"2.0";"8.0";"10.0"
"Castell'Azzara";"Unione Europea";"Austria";"Arrivi";"15.0";"3.0";"26.0";"6.0";"4.0";"7.0";"9.0";"13.0";"19.0";"17.0";"16.0";"12.0";"15.0";"29.0"
"Castell'Azzara";"Unione Europea";"Belgio";"Arrivi";"20.0";"26.0";"9.0";"8.0";"12.0";"14.0";"6.0";"21.0";"3.0";"6.0";"4.0";"15.0";"16.0";"9.0"
"Castell'Azzara";"Unione Europea";"Bulgaria";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"";"2.0"
"Castell'Azzara";"Unione Europea";"Croazia";"Arrivi";"";"";"";"";"1.0";"";"";"";"";"";"2.0";"";"2.0";""
"Castell'Azzara";"Unione Europea";"Danimarca";"Arrivi";"6.0";"7.0";"5.0";"";"";"6.0";"5.0";"10.0";"4.0";"";"12.0";"10.0";"5.0";"20.0"
"Castell'Azzara";"Unione Europea";"Estonia";"Arrivi";"";"";"";"";"";"";"";"2.0";"2.0";"6.0";"";"";"";""
"Castell'Azzara";"Unione Europea";"Finlandia";"Arrivi";"";"";"";"";"1.0";"";"";"";"";"5.0";"";"4.0";"";"1.0"
"Castell'Azzara";"Unione Europea";"Francia";"Arrivi";"13.0";"1.0";"13.0";"18.0";"26.0";"18.0";"22.0";"31.0";"13.0";"8.0";"32.0";"29.0";"18.0";"42.0"
"Castell'Azzara";"Unione Europea";"Germania";"Arrivi";"212.0";"171.0";"148.0";"121.0";"112.0";"132.0";"152.0";"104.0";"175.0";"161.0";"165.0";"168.0";"163.0";"173.0"
"Castell'Azzara";"Unione Europea";"Grecia";"Arrivi";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";""
"Castell'Azzara";"Unione Europea";"Irlanda";"Arrivi";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";""
"Castell'Azzara";"Unione Europea";"Lituania";"Arrivi";"";"";"";"";"";"";"2.0";"";"";"";"";"1.0";"2.0";""
"Castell'Azzara";"Unione Europea";"Lussemburgo";"Arrivi";"";"";"";"2.0";"";"2.0";"10.0";"1.0";"1.0";"3.0";"1.0";"";"4.0";"1.0"
"Castell'Azzara";"Unione Europea";"Malta";"Arrivi";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";""
"Castell'Azzara";"Unione Europea";"Paesi Bassi";"Arrivi";"32.0";"36.0";"34.0";"47.0";"54.0";"52.0";"22.0";"36.0";"52.0";"45.0";"11.0";"42.0";"11.0";"35.0"
"Castell'Azzara";"Unione Europea";"Portogallo";"Arrivi";"";"";"";"1.0";"1.0";"";"";"";"";"";"";"";"1.0";""
"Castell'Azzara";"Unione Europea";"Regno Unito";"Arrivi";"4.0";"9.0";"6.0";"3.0";"12.0";"1.0";"10.0";"10.0";"39.0";"4.0";"9.0";"17.0";"22.0";"18.0"
"Castell'Azzara";"Unione Europea";"Romania";"Arrivi";"";"";"";"8.0";"3.0";"2.0";"8.0";"";"";"";"6.0";"8.0";"2.0";"1.0"
"Castell'Azzara";"Unione Europea";"Spagna";"Arrivi";"3.0";"2.0";"1.0";"";"8.0";"3.0";"7.0";"7.0";"1.0";"3.0";"2.0";"";"2.0";"2.0"
"Castell'Azzara";"Unione Europea";"Svezia";"Arrivi";"7.0";"10.0";"7.0";"21.0";"15.0";"2.0";"9.0";"8.0";"4.0";"5.0";"2.0";"11.0";"8.0";"7.0"
"Castellina Marittima";"Italia";"Abruzzo";"Arrivi";"22.0";"17.0";"45.0";"82.0";"71.0";"67.0";"66.0";"81.0";"137.0";"38.0";"17.0";"35.0";"21.0";"30.0"
"Castellina Marittima";"Italia";"Basilicata";"Arrivi";"4.0";"4.0";"6.0";"7.0";"13.0";"17.0";"8.0";"9.0";"9.0";"4.0";"1.0";"3.0";"14.0";"10.0"
"Castellina Marittima";"Italia";"Bolzano-Bozen";"Arrivi";"";"";"";"13.0";"4.0";"";"4.0";"8.0";"7.0";"10.0";"14.0";"19.0";"66.0";"60.0"
"Castellina Marittima";"Italia";"Calabria";"Arrivi";"60.0";"49.0";"25.0";"11.0";"13.0";"18.0";"15.0";"28.0";"16.0";"23.0";"28.0";"13.0";"14.0";"12.0"
"Castellina Marittima";"Italia";"Campania";"Arrivi";"137.0";"226.0";"243.0";"102.0";"120.0";"192.0";"152.0";"86.0";"234.0";"324.0";"250.0";"170.0";"130.0";"111.0"
"Castellina Marittima";"Italia";"Emilia-Romagna";"Arrivi";"104.0";"116.0";"116.0";"138.0";"149.0";"150.0";"135.0";"327.0";"396.0";"277.0";"291.0";"316.0";"376.0";"462.0"
"Castellina Marittima";"Italia";"Friuli-V. Giulia";"Arrivi";"25.0";"26.0";"37.0";"25.0";"18.0";"19.0";"15.0";"20.0";"29.0";"18.0";"30.0";"33.0";"14.0";"40.0"
"Castellina Marittima";"Italia";"Lazio";"Arrivi";"158.0";"139.0";"122.0";"104.0";"169.0";"163.0";"103.0";"287.0";"242.0";"212.0";"200.0";"204.0";"439.0";"288.0"
"Castellina Marittima";"Italia";"Liguria";"Arrivi";"56.0";"66.0";"85.0";"109.0";"100.0";"90.0";"66.0";"115.0";"114.0";"141.0";"128.0";"84.0";"174.0";"156.0"
"Castellina Marittima";"Italia";"Lombardia";"Arrivi";"595.0";"457.0";"509.0";"648.0";"587.0";"525.0";"516.0";"805.0";"826.0";"742.0";"734.0";"647.0";"731.0";"962.0"
"Castellina Marittima";"Italia";"Marche";"Arrivi";"38.0";"33.0";"28.0";"18.0";"34.0";"13.0";"23.0";"48.0";"111.0";"36.0";"38.0";"51.0";"69.0";"72.0"
"Castellina Marittima";"Italia";"Molise";"Arrivi";"13.0";"5.0";"19.0";"4.0";"6.0";"1.0";"9.0";"10.0";"15.0";"5.0";"3.0";"4.0";"1.0";"3.0"
"Castellina Marittima";"Italia";"Piemonte";"Arrivi";"148.0";"204.0";"121.0";"129.0";"155.0";"165.0";"190.0";"268.0";"319.0";"212.0";"276.0";"240.0";"346.0";"376.0"
"Castellina Marittima";"Italia";"Puglia";"Arrivi";"62.0";"62.0";"54.0";"47.0";"29.0";"61.0";"41.0";"37.0";"46.0";"29.0";"34.0";"30.0";"45.0";"62.0"
"Castellina Marittima";"Italia";"Regione italiana non indicata";"Arrivi";"";"";"";"615.0";"";"";"";"";"2.0";"";"";"";"142.0";"253.0"
"Castellina Marittima";"Italia";"Sardegna";"Arrivi";"46.0";"36.0";"25.0";"24.0";"6.0";"19.0";"13.0";"7.0";"14.0";"6.0";"15.0";"27.0";"45.0";"48.0"
"Castellina Marittima";"Italia";"Sicilia";"Arrivi";"101.0";"67.0";"69.0";"42.0";"22.0";"27.0";"13.0";"26.0";"30.0";"23.0";"70.0";"47.0";"78.0";"65.0"
"Castellina Marittima";"Italia";"Toscana";"Arrivi";"159.0";"247.0";"534.0";"295.0";"296.0";"292.0";"258.0";"446.0";"523.0";"596.0";"663.0";"665.0";"759.0";"914.0"
"Castellina Marittima";"Italia";"Trento";"Arrivi";"28.0";"34.0";"16.0";"29.0";"22.0";"19.0";"12.0";"19.0";"19.0";"21.0";"17.0";"25.0";"34.0";"35.0"
"Castellina Marittima";"Italia";"Umbria";"Arrivi";"33.0";"19.0";"16.0";"29.0";"99.0";"36.0";"48.0";"38.0";"68.0";"52.0";"47.0";"69.0";"79.0";"63.0"
"Castellina Marittima";"Italia";"Valle d'Aosta";"Arrivi";"2.0";"";"";"55.0";"3.0";"5.0";"2.0";"";"6.0";"5.0";"1.0";"";"11.0";"5.0"
"Castellina Marittima";"Italia";"Veneto";"Arrivi";"145.0";"176.0";"189.0";"212.0";"197.0";"134.0";"117.0";"226.0";"244.0";"190.0";"190.0";"200.0";"215.0";"407.0"
"Castellina Marittima";"Altri Paesi Europei";"Albania";"Arrivi";"";"";"6.0";"3.0";"";"";"";"";"";"";"";"";"";""
"Castellina Marittima";"Altri Paesi Europei";"Altri Paesi Europei";"Arrivi";"14.0";"22.0";"360.0";"19.0";"55.0";"131.0";"58.0";"28.0";"22.0";"42.0";"18.0";"13.0";"14.0";"38.0"
"Castellina Marittima";"Altri Paesi Europei";"Bielorussia";"Arrivi";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";""
"Castellina Marittima";"Altri Paesi Europei";"Islanda";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";""
"Castellina Marittima";"Altri Paesi Europei";"Iugoslavia";"Arrivi";"";"";"";"";"";"";"";"27.0";"";"";"";"";"";""
"Castellina Marittima";"Altri Paesi Europei";"Norvegia";"Arrivi";"";"";"14.0";"11.0";"4.0";"63.0";"2.0";"11.0";"33.0";"24.0";"9.0";"14.0";"29.0";"9.0"
"Castellina Marittima";"Altri Paesi Europei";"Polonia";"Arrivi";"9.0";"6.0";"";"2.0";"10.0";"4.0";"5.0";"21.0";"38.0";"14.0";"38.0";"28.0";"25.0";"34.0"
"Castellina Marittima";"Altri Paesi Europei";"Repubblica Ceca";"Arrivi";"2.0";"1.0";"6.0";"4.0";"5.0";"8.0";"";"15.0";"11.0";"14.0";"41.0";"42.0";"24.0";"31.0"
"Castellina Marittima";"Altri Paesi Europei";"Russia";"Arrivi";"";"1.0";"1.0";"2.0";"2.0";"";"2.0";"15.0";"17.0";"8.0";"31.0";"17.0";"44.0";"41.0"
"Castellina Marittima";"Altri Paesi Europei";"Slovacchia";"Arrivi";"";"";"10.0";"";"6.0";"";"";"3.0";"2.0";"";"4.0";"";"9.0";"10.0"
"Castellina Marittima";"Altri Paesi Europei";"Slovenia";"Arrivi";"";"";"";"6.0";"1.0";"";"16.0";"3.0";"4.0";"8.0";"17.0";"6.0";"15.0";"20.0"
"Castellina Marittima";"Altri Paesi Europei";"Svizzera";"Arrivi";"30.0";"36.0";"92.0";"100.0";"107.0";"52.0";"81.0";"111.0";"";"";"";"";"";""
"Castellina Marittima";"Altri Paesi Europei";"Svizzera (incluso Liechtenstein)";"Arrivi";"";"";"";"";"";"";"";"";"79.0";"65.0";"74.0";"57.0";"114.0";"106.0"
"Castellina Marittima";"Altri Paesi Europei";"Turchia";"Arrivi";"1.0";"";"";"2.0";"";"";"";"1.0";"4.0";"12.0";"3.0";"5.0";"6.0";""
"Castellina Marittima";"Altri Paesi Europei";"Ucraina";"Arrivi";"";"5.0";"";"2.0";"1.0";"";"3.0";"36.0";"10.0";"";"13.0";"6.0";"11.0";"35.0"
"Castellina Marittima";"Altri Paesi Europei";"Ungheria";"Arrivi";"";"4.0";"5.0";"";"2.0";"7.0";"";"68.0";"18.0";"17.0";"10.0";"32.0";"25.0";"20.0"
"Castellina Marittima";"Altri Paesi Extraeuropei";"Non specificato";"Arrivi";"";"";"";"";"";"";"";"";"3.0";"2.0";"11.0";"10.0";"120.0";"48.0"
"Castellina Marittima";"Altri Paesi Extraeuropei";"Paesi e territori non indicati";"Arrivi";"";"";"98.0";"9.0";"1.0";"20.0";"12.0";"3.0";"";"";"";"";"";""
"Castellina Marittima";"Paesi Africani";"Altri Paesi Africa Mediterranea";"Arrivi";"38.0";"11.0";"19.0";"";"";"";"";"1.0";"1.0";"12.0";"1.0";"3.0";"1.0";"4.0"
"Castellina Marittima";"Paesi Africani";"Altri Paesi dell'Africa";"Arrivi";"";"";"";"";"";"";"";"";"1.0";"6.0";"";"";"2.0";"3.0"
"Castellina Marittima";"Paesi Africani";"Altri Paesi dell'Africa centrale e del sud";"Arrivi";"6.0";"15.0";"14.0";"5.0";"6.0";"3.0";"3.0";"8.0";"";"";"";"";"";""
"Castellina Marittima";"Paesi Africani";"Egitto";"Arrivi";"";"";"";"";"";"5.0";"";"";"";"1.0";"";"";"1.0";""
"Castellina Marittima";"Paesi Africani";"Sud Africa";"Arrivi";"";"";"";"2.0";"";"";"1.0";"1.0";"1.0";"1.0";"";"";"";""
"Castellina Marittima";"Paesi Asiatici";"Altri Paesi Asia Occidentale";"Arrivi";"";"";"";"";"";"";"";"";"2.0";"1.0";"0.0";"";"";""
"Castellina Marittima";"Paesi Asiatici";"Altri Paesi Medio Oriente";"Arrivi";"5.0";"3.0";"";"";"";"";"";"";"";"";"";"";"";""
"Castellina Marittima";"Paesi Asiatici";"Altri Paesi dell'Asia";"Arrivi";"";"";"";"";"";"";"";"";"1.0";"1.0";"";"4.0";"11.0";"5.0"
"Castellina Marittima";"Paesi Asiatici";"Altri Paesi dell'Asia orientale";"Arrivi";"";"";"1.0";"";"";"1.0";"";"";"";"";"";"";"";""
"Castellina Marittima";"Paesi Asiatici";"Cina (incluso Hong Kong)";"Arrivi";"";"";"";"8.0";"";"";"";"";"";"7.0";"4.0";"5.0";"3.0";"1.0"
"Castellina Marittima";"Paesi Asiatici";"Corea del Sud";"Arrivi";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";""
"Castellina Marittima";"Paesi Asiatici";"Giappone";"Arrivi";"4.0";"";"";"2.0";"5.0";"2.0";"2.0";"";"4.0";"";"6.0";"4.0";"";"10.0"
"Castellina Marittima";"Paesi Asiatici";"India";"Arrivi";"";"2.0";"";"";"";"";"1.0";"";"1.0";"4.0";"";"3.0";"";"2.0"
"Castellina Marittima";"Paesi Asiatici";"Israele";"Arrivi";"";"1.0";"1.0";"";"";"";"";"1.0";"5.0";"2.0";"2.0";"1.0";"8.0";"5.0"
"Castellina Marittima";"Paesi Asiatici";"Paesi dell'Asia centro-occidentale";"Arrivi";"6.0";"";"";"";"";"";"";"";"";"";"";"";"";""
"Castellina Marittima";"Paesi dell'Oceania";"Altri Paesi o territori Oceania";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"";"5.0"
